ID,Title,Location,Summary
https://kr.indeed.com/viewjob?jk=1015284880e2ff62,라인프렌즈,서울 용산구,통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임... 자바스크립트|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|마케팅·광고·홍보·조사>마케팅>마케팅기획|마케팅·광고·홍보·조사>마케...
https://kr.indeed.com/viewjob?jk=b773011b209ae03b,십일번가,서울 중구,통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임... 게임>웹프로그래머>JAVA|인터넷·IT·통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임>웹프로그래머>백엔드|인터넷·IT·통신...
https://kr.indeed.com/viewjob?jk=42a2aede5f0d0880,KB데이타시스템,서울 마포구,통신·모바일·게임>빅데이터·AI(인공지능)>데이터분석|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>머신러닝|인터넷·IT·통신·모바일·게임>빅데이터...
https://kr.indeed.com/viewjob?jk=6dd48f3771d01215,Google,서울,"programming languages, including: C/C++, Java, MATLAB, Go, Python, or similar. Ability to speak and write in English fluently..."
https://kr.indeed.com/viewjob?jk=3bd4b3a778c2d8ad,한국전자금융,서울 마포구,통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임... 인공지능)> Python|인터넷·IT·통신·모바일·게임>응용프로그래머>인공지능(AI)|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷...
https://kr.indeed.com/viewjob?jk=c5de9d2e35d053e0,신한에이아이,서울 영등포구,"공학, 수학, 통계, 산업공학 등 우대사항 프로그래밍이 숙련 되신 분( Python 필수) 금융데이터 또는 시계열 데이터 기반 인공지능 모델 구축 및... 게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임..."
https://kr.indeed.com/viewjob?jk=44e9ac7f0f94e784,한국필립모리스㈜,서울 영등포구,통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임... 용프로그래머>자바스크립트|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>시스템프로그래머>펌웨어·어셈블러|인터...
https://kr.indeed.com/viewjob?jk=835324335bc1c7da,현대무벡스,서울 종로구,ABAP|인터넷·IT·통신·모바일·게임>응용프로그래머>클라우드|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>인공지능(AI)|인터넷·IT·통신·모바일·게임...
https://kr.indeed.com/viewjob?jk=d7fd149c8dee37a0,학교법인 일송학원(한림대학교 재단),서울 영등포구,통신·모바일·게임>빅데이터·AI(인공지능)>머신러닝|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>데이터라벨링|인터넷·IT·통신·모바일·게임>ERP...
https://kr.indeed.com/viewjob?jk=2fee2c7a6bc4e321,재단법인 국가관세종합정보망운영연합회,서울 종로구,통신·모바일·게임>빅데이터·AI(인공지능)>머신러닝|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>ERP·시스템분석·설계>빅데이터|인터넷·IT·통신·모바일·게임>ERP·시스...
https://kr.indeed.com/viewjob?jk=409e704f526c34c4,비바리퍼블리카,서울 강남구,인터넷·IT·통신·모바일·게임>응용프로그래머>머신러닝(ML)|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>통신·모바일>플랫폼(VM)|인터넷·IT·통신·모바일·게임>데이터베이스·DBA>SQL
https://kr.indeed.com/viewjob?jk=1eae997b387cb491,정보통신기획평가원,서울,게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임... 시스템분석·설계>빅데이터|인터넷·IT·통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임>소프트웨어·하드웨어>소프트웨어|인터넷...
https://kr.indeed.com/viewjob?jk=e7b657db4a6471c3,에스케이텔레콤,서울 중구,보유 경력 : 3년 이상- 학력/전공 : 학사 이상 / 전공 무관- Python 프로그래밍 역량 보유- Airflow와 같은 Workflow 도구를... 통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임...
https://kr.indeed.com/viewjob?jk=a3db0fef10f726b8,넷마블,서울 구로구,REST API 개발 - 데이터 파이프라인 설계 및 개발 운영 자동화 자격요건 - Java 또는 Python 관련 경력 3년 이상 - Git / Bash Shell Script 사용 능력 보유 - 운영 서비스 자동화...
https://kr.indeed.com/viewjob?jk=ddb4285e5876ab62,코리아피디에스,서울 마포구,"신소재/재료공학, 화공학 전공자프로그래밍 언어, 통계, 분석 프로그램 활용 가능자데이터 이해/가공 위해 Python 등 다양한 S/W 활용 가능자 0 명 근무조건 고용형태: 정규직(수습기간3개월)근무부서: 물가분석팀급여조건..."
https://kr.indeed.com/viewjob?jk=444cf80dd61163ec,하이브,서울 용산구,있습니다. [주요 업무책임] 인터넷·IT·통신·모바일·게임>ERP·시스템분석·설계>빅데이터|인터넷·IT·통신·모바일·게임>ERP·시스템분석·설계>데이터분석|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python
https://kr.indeed.com/viewjob?jk=704dd48d91ce3dbe,십일번가,서울 중구,"DynamoDB, Kafka, python, 데이터 아키텍트, 데이터 엔지... 이터를 설계하고 필요한 기술set으로 개발하여 서비스에 전달 가능한자. Python, shell, Procedure 등을 통한 데이터 처리와 Batch..."
https://kr.indeed.com/viewjob?jk=e3bb1af4853122a1,뤼이드,서울 강남구,"을 통하여 추출한 뒤 Data Studio에 시각화합니다.값을 얻는데 필요한 기술에 (i.e. Excel, Python, SQL, R 등) 제약은 존재하지 않고 필요에 따라 ML도 사용할 수 있으며, 이는 전적으로 파일 작성..."
https://kr.indeed.com/viewjob?jk=287a2f9783758916,한국행동과학연구소,서울 강남구,"CSS3, 모바일 프로젝트 및 반응형 웹구축 경험, 교육이수자 백엔드개발자 - 개발 및 유지보수 - java, python, php, nodejs 사용자- oracle, mysql 등 유경험자 근무조건 경영·인사·총무·사무..."
https://kr.indeed.com/viewjob?jk=66b192eca99fa208,에듀템,서울 마포구,통신·모바일·게임>빅데이터·AI(인공지능)>데이터분석|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>머신러닝|인터넷·IT·통신·모바일·게임>빅데이터...
https://kr.indeed.com/viewjob?jk=729b0553c40bd4c8,십일번가,서울 중구,"직무 키워드Kafka, python, ORACLE, MYSQL... 플랫폼 운영2) 데이터 환경 구축 운영kafka, Mongodb, Python 기반의 pub / sub 처리 App 개발kafka monitoring..."
https://kr.indeed.com/viewjob?jk=89da943e9a11af36,드림어스컴퍼니,서울 서초구,세히보기 FLO 사업 관리 담당자 자세히보기 Data Engineer( Python Backend 경력자) 자세히보기 서비스 기획자(Senior) 자세... 게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임...
https://kr.indeed.com/viewjob?jk=c2d17e5250562256,퀄슨,서울 강남구,"[프로덕트그룹 소개]퀄슨 프로덕트 그룹은 퀄슨의 연구개발 조직으로, 유저의 학습경험 향상을 위한 제품개발과 운영효율 최적화를 위한 시스템을 만듭니다. 다양한 학습 컨텐츠를 더 나은 환경에서 제공하고, 진단을 통해 학습 효율성을..."
https://kr.indeed.com/viewjob?jk=42dc34d846250c97,연세대학교,서울 신촌역,"악성댓글 데이터베이스 구축 및 크롤링 악성댓글 임베딩 악성댓글 분류 연구 4. 우대사항 Python, Matlab 기반 실험 경험 딥러닝 기반 실험 경험 5. 지원 서류 이력서(개발성과과제 등 포함..."
https://kr.indeed.com/viewjob?jk=81e6c1f49d48d393,한국산업기술협회,서울,바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>응용프로그래머>로봇지능개발자|인터넷·IT·통신·모바일·게임>웹프로그래머>JAVA|인터넷·IT·통신·모바일·게임>웹프로그래머> Python|전자·기계·기술·화학...
https://kr.indeed.com/viewjob?jk=25c28b09ebe4ed0f,십일번가,서울 중구,"Kubenetes, Python담당 직무11번가 Infra 조직은 현재... Kubernetes 및 Docker을 이용한 시스템 구축 경험이 있으신 분 Python, Shell, Java 등의 언어를 사용하여 운영 관리 도구를..."
https://kr.indeed.com/viewjob?jk=ca86fbbb2d63efd3,네이버제트,성남 분당구,통신·모바일·게임>빅데이터·AI(인공지능)>데이터분석|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>머신러닝|인터넷·IT·통신·모바일·게임>빅데이터...
https://kr.indeed.com/viewjob?jk=fbed10c0a508a8b7,용산여성인력개발센터,서울 용산구,통신·모바일·게임>빅데이터·AI(인공지능)>데이터분석|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>머신러닝|인터넷·IT·통신·모바일·게임>빅데이터...
https://kr.indeed.com/viewjob?jk=e2c31fe5b3bd4802,경력,서울 영등포구,"7 이상 (해외업무 필수사항) - BI Tool 활용 가능 (Tableau, Qlik 등) - R, Python 활용 가능 모집기한: ~ 본 포지션 채용 시점까지 제출방법: LG그룹 채용사이트(LG Careers)를 통한..."
https://kr.indeed.com/viewjob?jk=fd736b3d390a2112,쿼드마이너,서울 강남구,"직무내용] - Python + Django 기반의 백엔드 서비스- NoSQL, 대용량 데이터베이스- API 서비스 개발- (옵션) A.I 또는 Cloud 서비스 개발 [근무시간 및 형태] 주 5일 근무 (오전) 9시 00분..."
https://kr.indeed.com/viewjob?jk=a3cadc7e043627cf,SK에코플랜트,서울 종로구,공지능(AI)|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>응용프로그래머>머신러닝(ML)|인터넷... 그래머>C·C++|인터넷·IT·통신·모바일·게임>응용프로그래머> Python
https://kr.indeed.com/viewjob?jk=88fd25fcd85ba187,캐롯,서울 중구,그래머>웹개발|인터넷·IT·통신·모바일·게임>웹프로그래머>JAVA|인터넷·IT·통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임>웹프로그래머>프론트엔드|인터넷·IT·통신·모바일·게임>웹프로그래머>백엔드...
https://kr.indeed.com/viewjob?jk=954f6da7c4562a6f,비바리퍼블리카,서울 강남구,응용프로그래머>Linux|인터넷·IT·통신·모바일·게임>응용프로그래머>클라우드|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>네트워크·서버·보안>UNIX·LINUX계열 서버운영·관리
https://kr.indeed.com/viewjob?jk=aacec5dcf8689c28,에스케이텔레콤,서울 중구,"필요 역량 및 직무 경험Unity 기반 상용 게임 / 모바일 앱을 실제 개발해본 경험프로그램 언어(C#, python 등)와 OpenGL, Vulkan 등 API를 이용한 개발 경험자격요건 인터넷·IT·통신·모바일·게임>응용..."
https://kr.indeed.com/viewjob?jk=fb144d2f495e2b79,한국카카오은행,성남 분당구,"머신러닝, 딥러닝 기술을 활용한 모형 개발 경험이 있는 분· SQL, Python, R 등을 사용한 데이터 핸들링 역량을 보유한 분· 적극적이고 원활... 게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임..."
https://kr.indeed.com/viewjob?jk=5c6fe384fabdbd45,셀메이트,서울 마포구,작성되어 있어 이를 PHP기반 Laravel프레임워크로리팩토링 중입니다. 새로운 서비스 개발에는 PHP와 Python등을 활용합니다. 담당업무 - 백엔드 서버 API개발 - Legacy 코드 유지보수 / 리팩토링 - 내부...
https://kr.indeed.com/viewjob?jk=6d86e9f32d31c84f,경력,서울,"해가 뛰어난 자 - R, Python, SAS, SQL 등 활용 역량 우대사항(해당 내용 중 1개 이상) - ML/DL 경험 인력 우대 - 관련 분야 석사 이상 학위 소지자 우대 - R, Python등 데이터분석 모델링 경험..."
https://kr.indeed.com/viewjob?jk=abdc136f65ceddd4,무관,서울,"무를 경험하면서 조직과 함께 성장하고 싶으신 마인드를 보유하신 분 - Python 및 PyTorch, Tensorflow 등과 같은 딥러닝 프레임워크... 경력자 가능 - C/C++, Python, 딥러닝 프레임워크(PyTorch..."
https://kr.indeed.com/viewjob?jk=552d19ff588db14f,에스케이텔레콤,서울 중구,"경험상용 Backend 시스템 개발 / 운영 경험Elasticsearch, RDBMS(MySQL) 운영 경험 Python 등 프로그래밍 언어 개발 숙련자Linux 시스템 개발 및 운영 경험OS/네트워크/자료구조 등 관련 지식..."
https://kr.indeed.com/viewjob?jk=5cd7823b956b61c0,베이글코드,서울 강남구,게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임... 게임>ERP·시스템분석·설계>AWS|인터넷·IT·통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임>응용프로그래머> Python
https://kr.indeed.com/viewjob?jk=9f44d920509c61f9,아이헤이트플라잉버그스,서울 마포구,데이터 파이프라인으로 사내 데이터 주도 의사결정을 돕습니다. 인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>응용프로그래머>머신러닝(ML)|인터넷·IT·통신·모바일·게임>데이터베이스...
https://kr.indeed.com/viewjob?jk=d2e02683e82fab25,오피지지,서울 강남구,부서 및 직무 소개 • 인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>데이터분석|인터넷...
https://kr.indeed.com/viewjob?jk=7b3cf0996fb853ba,칩스앤미디어,서울 강남구,"Compression, Image Processing, Deep Learning 알고리즘 이해 • C/C++/ Python Programming • SOC Integration, back-end implementation 경험..."
https://kr.indeed.com/viewjob?jk=f6a0cd3f6af36d15,아토머스,서울 강남구,개발 경력 5년 이상 또는 Python 개발 경력 1년 이상- React... 게임>웹프로그래머>백엔드|인터넷·IT·통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임>웹프로그래머>웹개발|인터넷·IT·통신...
https://kr.indeed.com/viewjob?jk=37da7048d687440d,에스케이텔레콤,서울 중구,Lambda 기반 Backend API 개발 및 운영 경험 (필수)– Python 개발 및 SQL 작성 역량 (필수)– Public Cloud(AWS... 통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임...
